,State,Compound,Low_Estimate,High_Estimate
7176,TX,Imidacloprid,7.8,38.6
7177,TX,Imidacloprid,7.0,92.5
7178,TX,Imidacloprid,7.4,48.8
7179,TX,Imidacloprid,100.2,107.1
7180,TX,Imidacloprid,,0.2
7181,TX,Imidacloprid,161.2,168.7
7182,TX,Imidacloprid,20.2,20.3
7183,TX,Imidacloprid,47.8,216.1
7184,TX,Imidacloprid,36.2,37.6
7185,TX,Imidacloprid,0.8,0.8
7186,TX,Imidacloprid,31.4,47.5
7187,TX,Thiamethoxam,,0.8
7188,TX,Thiamethoxam,,27.9
7189,TX,Thiamethoxam,,2.5
7190,TX,Thiamethoxam,,17.6
7191,TX,Thiamethoxam,108.5,108.5
7192,TX,Thiamethoxam,41.1,41.2
7193,TX,Thiamethoxam,,209.5
7194,TX,Thiamethoxam,,0.0
7195,TX,Thiamethoxam,10.5,10.5
7196,TX,Thiamethoxam,,15.4
7197,TX,Thiamethoxam,113.7,113.7
7198,TX,Thiamethoxam,8.4,8.4
7199,TX,Thiamethoxam,16.2,16.2
7200,TX,Thiamethoxam,0.0,0.0
7201,TX,Thiamethoxam,,54.9
7202,TX,Thiamethoxam,1.1,1.1
7203,TX,Thiamethoxam,31.2,31.2
7204,TX,Thiamethoxam,,45.4
7205,TX,Thiamethoxam,,78.3
7206,TX,Thiamethoxam,0.0,0.0
7207,TX,Thiamethoxam,,1.4
7208,TX,Thiamethoxam,153.1,153.2
7209,TX,Thiamethoxam,0.7,0.7
7210,TX,Thiamethoxam,84.6,84.6
7211,TX,Thiamethoxam,50.1,50.1
7212,TX,Thiamethoxam,,0.8
7213,TX,Thiamethoxam,220.6,234.5
7214,TX,Thiamethoxam,,126.4
7215,TX,Thiamethoxam,,51.1
7216,TX,Thiamethoxam,,175.8
7217,TX,Thiamethoxam,,0.0
7218,TX,Thiamethoxam,,349.2
7219,TX,Thiamethoxam,3.8,3.8
7220,TX,Thiamethoxam,,12.7
7221,TX,Thiamethoxam,1.2,1.2
7222,TX,Thiamethoxam,,245.6
7223,TX,Thiamethoxam,46.0,46.2
7224,TX,Thiamethoxam,0.2,0.2
7225,TX,Thiamethoxam,,16.8
7226,TX,Thiamethoxam,112.9,112.9
7227,TX,Thiamethoxam,0.8,0.8
7228,TX,Thiamethoxam,0.5,0.5
7229,TX,Thiamethoxam,,110.8
7230,TX,Thiamethoxam,,685.6
7231,TX,Thiamethoxam,,5.6
7232,TX,Thiamethoxam,,23.6
7233,TX,Thiamethoxam,,0.0
7234,TX,Thiamethoxam,,778.4
7235,TX,Thiamethoxam,,35.9
7236,TX,Thiamethoxam,4.4,5.1
7237,TX,Thiamethoxam,0.8,0.9
7238,TX,Thiamethoxam,3.5,3.5
7239,TX,Thiamethoxam,,85.4
7240,TX,Thiamethoxam,17.0,17.0
7241,TX,Thiamethoxam,,49.8
7242,TX,Thiamethoxam,19.1,19.1
7243,TX,Thiamethoxam,,10.7
7244,TX,Thiamethoxam,18.5,18.6
7245,TX,Thiamethoxam,,9.5
7246,TX,Thiamethoxam,,2.1
7247,TX,Thiamethoxam,5.8,6.0
7248,TX,Thiamethoxam,3.6,4.3
7249,TX,Thiamethoxam,5.2,5.2
7250,TX,Thiamethoxam,,171.7
7251,TX,Thiamethoxam,,493.9
7252,TX,Thiamethoxam,,4.8
7253,TX,Thiamethoxam,234.7,234.7
7254,TX,Thiamethoxam,177.9,177.9
7255,TX,Thiamethoxam,,588.0
7256,TX,Thiamethoxam,,104.0
7257,TX,Thiamethoxam,1.0,1.0
7258,TX,Thiamethoxam,,283.5
7259,TX,Thiamethoxam,5.3,5.3
7260,TX,Thiamethoxam,11.4,11.4
7261,TX,Thiamethoxam,,66.4
7262,TX,Thiamethoxam,0.9,0.9
7263,TX,Thiamethoxam,0.3,6.6
7264,TX,Thiamethoxam,28.4,28.4
7265,TX,Thiamethoxam,,559.6
7266,TX,Thiamethoxam,,275.1
7267,TX,Thiamethoxam,,0.0
7268,TX,Thiamethoxam,,46.6
7269,TX,Thiamethoxam,,38.3
7270,TX,Thiamethoxam,1.1,1.1
7271,TX,Thiamethoxam,,9.3
7272,TX,Thiamethoxam,,221.5
7273,TX,Thiamethoxam,3.8,3.8
7274,TX,Thiamethoxam,,0.8
7275,TX,Thiamethoxam,248.3,623.4
7276,TX,Thiamethoxam,15.1,15.1
7277,TX,Thiamethoxam,,756.4
7278,TX,Thiamethoxam,,1.6
7279,TX,Thiamethoxam,,206.0
7280,TX,Thiamethoxam,,12.7
7281,TX,Thiamethoxam,0.8,1.5
7282,TX,Thiamethoxam,,10.5
7283,TX,Thiamethoxam,133.4,133.4
7284,TX,Thiamethoxam,8.5,8.5
7285,TX,Thiamethoxam,572.7,572.7
7286,TX,Thiamethoxam,0.5,0.5
7287,TX,Thiamethoxam,,221.9
7288,TX,Thiamethoxam,33.7,33.7
7289,TX,Thiamethoxam,,0.9
7290,TX,Thiamethoxam,0.1,0.1
7291,TX,Thiamethoxam,,14.2
7292,TX,Thiamethoxam,,0.7
7293,TX,Thiamethoxam,1.4,1.4
7294,TX,Thiamethoxam,169.4,169.4
7295,TX,Thiamethoxam,,66.4
7296,TX,Thiamethoxam,1.0,1.9
7297,TX,Thiamethoxam,,441.9
7298,TX,Thiamethoxam,81.0,81.0
7299,TX,Thiamethoxam,3.8,3.8
7300,TX,Thiamethoxam,0.8,0.8
7301,TX,Thiamethoxam,,0.6
7302,TX,Thiamethoxam,1.9,1.9
7303,TX,Thiamethoxam,,3.3
7304,TX,Thiamethoxam,24.8,24.8
7305,TX,Thiamethoxam,,726.6
7306,TX,Thiamethoxam,,731.3
7307,TX,Thiamethoxam,39.5,39.5
7308,TX,Thiamethoxam,6.3,6.3
7309,TX,Thiamethoxam,0.2,0.2
7310,TX,Thiamethoxam,,404.4
7311,TX,Thiamethoxam,0.3,0.3
7312,TX,Thiamethoxam,206.3,206.3
7313,TX,Thiamethoxam,2.9,2.9
7314,TX,Thiamethoxam,307.1,307.2
7315,TX,Thiamethoxam,0.1,0.1
7316,TX,Thiamethoxam,,38.0
7317,TX,Thiamethoxam,10.4,10.5
7318,TX,Thiamethoxam,,146.3
7319,TX,Thiamethoxam,,0.9
7320,TX,Thiamethoxam,,2.7
7321,TX,Thiamethoxam,,35.3
7322,TX,Thiamethoxam,,79.6
7323,TX,Thiamethoxam,15.3,15.3
7324,TX,Thiamethoxam,,104.7
7325,TX,Thiamethoxam,881.2,881.2
7326,TX,Thiamethoxam,,28.4
7327,TX,Thiamethoxam,,3.6
7328,TX,Thiamethoxam,,40.9
7329,TX,Thiamethoxam,,24.4
7330,TX,Thiamethoxam,,2.5
7331,TX,Thiamethoxam,,8.4
7332,TX,Thiamethoxam,93.4,93.4
7333,TX,Thiamethoxam,,0.3
7334,TX,Thiamethoxam,,15.6
7335,TX,Thiamethoxam,240.2,240.2
7336,TX,Thiamethoxam,,3.2
7337,TX,Thiamethoxam,,52.1
7338,TX,Thiamethoxam,,188.7
7339,TX,Thiamethoxam,786.9,786.9
7340,TX,Thiamethoxam,2.0,2.0
7341,TX,Thiamethoxam,51.4,51.4
7342,TX,Thiamethoxam,,77.6
7343,TX,Thiamethoxam,,0.7
7344,TX,Thiamethoxam,,46.2
7345,TX,Thiamethoxam,19.2,19.2
7346,TX,Thiamethoxam,,17.0
7347,TX,Thiamethoxam,,141.7
7348,TX,Thiamethoxam,,83.3
7349,TX,Thiamethoxam,,537.6
7350,TX,Thiamethoxam,,2.2
7351,TX,Thiamethoxam,400.5,400.5
7352,TX,Thiamethoxam,32.8,32.8
7353,TX,Thiamethoxam,26.8,26.8
7354,TX,Thiamethoxam,108.7,108.7
7355,TX,Thiamethoxam,102.9,102.9
7356,TX,Thiamethoxam,0.1,0.3
7357,TX,Thiamethoxam,2.5,5.5
7358,TX,Thiamethoxam,14.7,14.7
7359,TX,Thiamethoxam,0.9,0.9
7360,TX,Thiamethoxam,505.1,505.1
7361,TX,Thiamethoxam,,34.9
7362,TX,Thiamethoxam,,14.2
7363,TX,Thiamethoxam,,57.6
7364,TX,Thiamethoxam,210.8,222.3
7365,TX,Thiamethoxam,11.7,11.7
7366,TX,Thiamethoxam,68.3,68.3
7367,TX,Thiamethoxam,,358.8
7368,TX,Thiamethoxam,,1.9
7369,TX,Thiamethoxam,0.4,0.4
7370,TX,Thiamethoxam,225.9,225.9
7371,UT,Acetamiprid,0.0,0.0
7372,UT,Acetamiprid,0.0,0.0
7373,UT,Acetamiprid,0.0,0.0
7374,UT,Acetamiprid,0.1,0.1
7375,UT,Acetamiprid,3.1,3.1
7376,UT,Imidacloprid,0.0,0.0
7377,UT,Imidacloprid,30.5,35.0
7378,UT,Imidacloprid,19.8,20.5
7379,UT,Imidacloprid,0.2,0.2
7380,UT,Imidacloprid,1.7,3.1
7381,UT,Imidacloprid,0.4,0.4
7382,UT,Imidacloprid,0.2,0.2
7383,UT,Imidacloprid,0.0,0.0
7384,UT,Imidacloprid,1.0,1.0
7385,UT,Imidacloprid,0.0,0.0
7386,UT,Imidacloprid,0.0,0.0
7387,UT,Imidacloprid,0.2,0.2
7388,UT,Imidacloprid,0.1,0.1
7389,UT,Imidacloprid,1.4,1.4
7390,UT,Imidacloprid,0.6,0.6
7391,UT,Imidacloprid,3.0,3.0
7392,UT,Imidacloprid,0.4,0.4
7393,UT,Imidacloprid,0.2,0.2
7394,UT,Imidacloprid,0.3,0.4
7395,UT,Imidacloprid,0.9,0.9
7396,UT,Imidacloprid,148.9,148.9
7397,UT,Imidacloprid,0.1,0.1
7398,UT,Imidacloprid,0.9,0.9
7399,UT,Imidacloprid,0.0,0.0
7400,UT,Imidacloprid,3.0,3.2
7401,UT,Thiamethoxam,0.2,0.2
7402,UT,Thiamethoxam,0.1,0.1
7403,UT,Thiamethoxam,0.0,0.0
7404,UT,Thiamethoxam,0.0,0.0
7405,UT,Thiamethoxam,0.0,0.0
7406,UT,Thiamethoxam,0.0,0.0
7407,UT,Thiamethoxam,0.0,0.0
7408,VT,Acetamiprid,8.1,8.1
7409,VT,Acetamiprid,7.1,7.1
7410,VT,Acetamiprid,1.9,1.9
7411,VT,Acetamiprid,4.5,4.5
7412,VT,Acetamiprid,0.3,0.3
7413,VT,Acetamiprid,1.8,1.8
7414,VT,Acetamiprid,2.2,2.2
7415,VT,Acetamiprid,0.7,0.7
7416,VT,Acetamiprid,5.5,5.5
7417,VT,Acetamiprid,1.0,1.0
7418,VT,Acetamiprid,2.2,2.2
7419,VT,Acetamiprid,2.0,2.0
7420,VT,Acetamiprid,8.9,8.9
7421,VT,Acetamiprid,3.5,3.5
7422,VT,Clothianidin,0.0,0.0
7423,VT,Clothianidin,0.0,0.0
7424,VT,Clothianidin,0.0,0.0
7425,VT,Clothianidin,0.1,0.1
7426,VT,Clothianidin,0.0,0.0
7427,VT,Clothianidin,0.0,0.0
7428,VT,Clothianidin,0.0,0.0
7429,VT,Clothianidin,0.0,0.0
7430,VT,Clothianidin,0.0,0.0
7431,VT,Clothianidin,0.0,0.0
7432,VT,Clothianidin,0.0,0.0
7433,VT,Clothianidin,0.0,0.0
7434,VT,Clothianidin,0.0,0.0
7435,VT,Clothianidin,0.0,0.0
7436,VT,Imidacloprid,10.3,10.3
7437,VT,Imidacloprid,8.2,8.2
7438,VT,Imidacloprid,2.7,2.7
7439,VT,Imidacloprid,12.0,12.0
7440,VT,Imidacloprid,0.3,0.3
7441,VT,Imidacloprid,2.5,2.5
7442,VT,Imidacloprid,2.5,2.5
7443,VT,Imidacloprid,2.1,2.1
7444,VT,Imidacloprid,12.4,12.4
7445,VT,Imidacloprid,1.3,1.3
7446,VT,Imidacloprid,3.8,3.8
7447,VT,Imidacloprid,5.0,5.0
7448,VT,Imidacloprid,12.1,12.1
7449,VT,Imidacloprid,5.6,5.6
7450,VT,Thiacloprid,14.4,14.4
7451,VT,Thiacloprid,14.4,14.4
7452,VT,Thiacloprid,3.1,3.1
7453,VT,Thiacloprid,0.9,0.9
7454,VT,Thiacloprid,0.3,0.3
7455,VT,Thiacloprid,1.7,1.7
7456,VT,Thiacloprid,4.3,4.3
7457,VT,Thiacloprid,0.2,0.2
7458,VT,Thiacloprid,4.6,4.6
7459,VT,Thiacloprid,1.2,1.2
7460,VT,Thiacloprid,3.0,3.0
7461,VT,Thiacloprid,1.3,1.3
7462,VT,Thiacloprid,14.1,14.1
7463,VT,Thiacloprid,5.7,5.7
7464,VT,Thiamethoxam,3.9,3.9
7465,VT,Thiamethoxam,3.9,3.9
7466,VT,Thiamethoxam,0.8,0.8
7467,VT,Thiamethoxam,0.3,0.3
7468,VT,Thiamethoxam,0.1,0.1
7469,VT,Thiamethoxam,0.5,0.5
7470,VT,Thiamethoxam,1.2,1.2
7471,VT,Thiamethoxam,0.1,0.1
7472,VT,Thiamethoxam,1.3,1.3
7473,VT,Thiamethoxam,0.3,0.3
7474,VT,Thiamethoxam,0.8,0.8
7475,VT,Thiamethoxam,0.4,0.4
7476,VT,Thiamethoxam,3.9,3.9
7477,VT,Thiamethoxam,1.6,1.6
7478,VA,Acetamiprid,0.4,0.4
7479,VA,Acetamiprid,5.9,5.9
7480,VA,Acetamiprid,0.7,0.7
7481,VA,Acetamiprid,0.6,0.6
7482,VA,Acetamiprid,2.6,2.6
7483,VA,Acetamiprid,4.9,4.9
7484,VA,Acetamiprid,1.5,1.5
7485,VA,Acetamiprid,0.6,0.6
7486,VA,Acetamiprid,39.9,39.9
7487,VA,Acetamiprid,0.3,0.3
7488,VA,Acetamiprid,29.0,29.0
7489,VA,Acetamiprid,10.5,10.5
7490,VA,Acetamiprid,0.0,0.0
7491,VA,Acetamiprid,3.5,3.5
7492,VA,Acetamiprid,5.5,5.5
7493,VA,Acetamiprid,88.7,88.7
7494,VA,Acetamiprid,29.1,29.1
7495,VA,Acetamiprid,14.0,14.0
7496,VA,Acetamiprid,0.3,0.3
7497,VA,Acetamiprid,15.6,15.6
7498,VA,Acetamiprid,3.1,3.1
7499,VA,Acetamiprid,2.0,2.0
7500,VA,Acetamiprid,0.6,0.6
7501,VA,Acetamiprid,4.1,4.1
7502,VA,Acetamiprid,0.7,0.7
7503,VA,Acetamiprid,28.7,28.7
7504,VA,Acetamiprid,2.6,2.6
7505,VA,Acetamiprid,12.6,12.6
7506,VA,Acetamiprid,8.5,8.5
7507,VA,Acetamiprid,6.1,6.1
7508,VA,Acetamiprid,11.2,11.2
7509,VA,Acetamiprid,518.6,518.6
7510,VA,Acetamiprid,1.0,1.0
7511,VA,Acetamiprid,15.8,15.8
7512,VA,Acetamiprid,6.4,6.4
7513,VA,Acetamiprid,1.4,1.4
7514,VA,Acetamiprid,3.2,3.2
7515,VA,Acetamiprid,28.1,28.1
7516,VA,Acetamiprid,2.4,2.4
7517,VA,Acetamiprid,1.4,1.4
7518,VA,Acetamiprid,4.0,4.0
7519,VA,Acetamiprid,0.4,0.4
7520,VA,Acetamiprid,1.5,1.5
7521,VA,Acetamiprid,0.5,0.5
7522,VA,Acetamiprid,1.4,1.4
7523,VA,Acetamiprid,0.4,0.4
7524,VA,Acetamiprid,2.3,2.3
7525,VA,Acetamiprid,2.0,2.0
7526,VA,Acetamiprid,8.9,8.9
7527,VA,Acetamiprid,3.5,3.5
7528,VA,Acetamiprid,1.1,1.1
7529,VA,Acetamiprid,11.1,11.1
7530,VA,Acetamiprid,5.7,5.7
7531,VA,Acetamiprid,1.6,1.6
7532,VA,Acetamiprid,17.0,17.0
7533,VA,Acetamiprid,2.4,2.4
7534,VA,Acetamiprid,200.9,200.9
7535,VA,Acetamiprid,11.8,11.8
7536,VA,Acetamiprid,23.3,23.3
7537,VA,Acetamiprid,1.5,1.5
7538,VA,Acetamiprid,2.6,2.6
7539,VA,Acetamiprid,2.7,2.7
7540,VA,Acetamiprid,38.4,38.4
7541,VA,Acetamiprid,7.1,7.1
7542,VA,Acetamiprid,4.8,4.8
7543,VA,Acetamiprid,2.4,2.4
7544,VA,Acetamiprid,26.5,26.5
7545,VA,Acetamiprid,0.9,0.9
7546,VA,Acetamiprid,1.4,1.4
7547,VA,Acetamiprid,31.2,31.2
7548,VA,Acetamiprid,21.0,21.0
7549,VA,Acetamiprid,4.5,4.5
7550,VA,Acetamiprid,2.5,2.5
7551,VA,Acetamiprid,65.5,65.5
7552,VA,Acetamiprid,0.4,0.4
7553,VA,Acetamiprid,0.9,0.9
7554,VA,Acetamiprid,7.3,7.3
7555,VA,Acetamiprid,1.1,1.1
7556,VA,Acetamiprid,0.1,0.1
7557,VA,Acetamiprid,11.1,11.1
7558,VA,Acetamiprid,3.0,3.0
7559,VA,Acetamiprid,48.6,48.6
7560,VA,Acetamiprid,0.6,0.6
7561,VA,Acetamiprid,6.4,6.4
7562,VA,Acetamiprid,1.8,1.8
7563,VA,Acetamiprid,33.4,33.4
7564,VA,Acetamiprid,0.1,0.1
7565,VA,Acetamiprid,1.6,1.6
7566,VA,Acetamiprid,2.3,2.3
7567,VA,Acetamiprid,0.9,0.9
7568,VA,Acetamiprid,0.2,0.2
7569,VA,Acetamiprid,23.6,23.6
7570,VA,Clothianidin,,0.1
7571,VA,Clothianidin,,0.2
7572,VA,Clothianidin,,0.1
7573,VA,Clothianidin,,0.0
7574,VA,Clothianidin,,4.5
7575,VA,Clothianidin,0.3,0.3
7576,VA,Clothianidin,,0.0
7577,VA,Clothianidin,,4.0
7578,VA,Clothianidin,,0.3
7579,VA,Clothianidin,,0.1
7580,VA,Clothianidin,1.9,1.9
7581,VA,Clothianidin,,1.2
7582,VA,Clothianidin,,0.1
7583,VA,Clothianidin,,0.2
7584,VA,Clothianidin,14.5,14.5
7585,VA,Clothianidin,,0.2
7586,VA,Clothianidin,22.5,22.5
7587,VA,Clothianidin,,0.3
7588,VA,Clothianidin,0.0,0.0
7589,VA,Clothianidin,,0.3
7590,VA,Clothianidin,0.2,0.2
7591,VA,Clothianidin,,0.2
7592,VA,Clothianidin,,0.7
7593,VA,Clothianidin,,0.4
7594,VA,Clothianidin,,0.0
7595,VA,Clothianidin,,0.1
7596,VA,Clothianidin,,0.1
7597,VA,Clothianidin,53.9,53.9
7598,VA,Clothianidin,3.0,3.0
7599,VA,Clothianidin,8.6,8.6
7600,VA,Clothianidin,,0.1
7601,VA,Clothianidin,,0.2
7602,VA,Clothianidin,,0.0
7603,VA,Clothianidin,,0.2
7604,VA,Clothianidin,0.0,0.0
7605,VA,Clothianidin,22.0,22.0
7606,VA,Clothianidin,0.7,0.7
7607,VA,Imidacloprid,0.3,0.3
7608,VA,Imidacloprid,3.8,3.8
7609,VA,Imidacloprid,0.6,0.6
7610,VA,Imidacloprid,0.4,9.1
7611,VA,Imidacloprid,1.7,1.7
7612,VA,Imidacloprid,3.2,6.0
7613,VA,Imidacloprid,2.2,2.5
7614,VA,Imidacloprid,0.6,0.6
7615,VA,Imidacloprid,25.9,25.9
7616,VA,Imidacloprid,0.2,0.2
7617,VA,Imidacloprid,23.6,23.6
7618,VA,Imidacloprid,104.5,104.5
7619,VA,Imidacloprid,0.0,0.0
7620,VA,Imidacloprid,2.3,2.3
7621,VA,Imidacloprid,3.6,7.0
7622,VA,Imidacloprid,57.5,57.5
7623,VA,Imidacloprid,23.9,20.8
7624,VA,Imidacloprid,9.1,9.1
7625,VA,Imidacloprid,15.4,15.4
7626,VA,Imidacloprid,10.1,10.1
7627,VA,Imidacloprid,2.0,2.0
7628,VA,Imidacloprid,1.8,1.8
7629,VA,Imidacloprid,0.4,0.4
7630,VA,Imidacloprid,2.7,3.0
7631,VA,Imidacloprid,0.4,0.4
7632,VA,Imidacloprid,142.5,142.5
7633,VA,Imidacloprid,2.9,2.9
7634,VA,Imidacloprid,8.0,8.0
7635,VA,Imidacloprid,5.1,5.1
7636,VA,Imidacloprid,3.9,3.9
7637,VA,Imidacloprid,28.5,28.5
7638,VA,Imidacloprid,330.5,330.5
7639,VA,Imidacloprid,0.5,0.5
7640,VA,Imidacloprid,10.2,10.2
7641,VA,Imidacloprid,4.1,4.1
7642,VA,Imidacloprid,4.5,4.5
7643,VA,Imidacloprid,2.1,2.1
7644,VA,Imidacloprid,250.3,250.3
7645,VA,Imidacloprid,60.5,60.5
7646,VA,Imidacloprid,0.9,0.9
7647,VA,Imidacloprid,2.6,2.6
7648,VA,Imidacloprid,3.1,3.1
7649,VA,Imidacloprid,1.3,1.3
7650,VA,Imidacloprid,437.6,437.6
7651,VA,Imidacloprid,0.9,0.9
7652,VA,Imidacloprid,0.3,0.3
7653,VA,Imidacloprid,1.5,1.5
7654,VA,Imidacloprid,26.6,26.6
7655,VA,Imidacloprid,5.7,5.7
7656,VA,Imidacloprid,2.3,2.3
7657,VA,Imidacloprid,29.4,29.4
7658,VA,Imidacloprid,7.0,7.0
7659,VA,Imidacloprid,3.7,3.7
7660,VA,Imidacloprid,156.5,156.5
7661,VA,Imidacloprid,11.0,11.0
7662,VA,Imidacloprid,2.9,2.9
7663,VA,Imidacloprid,130.4,130.4
7664,VA,Imidacloprid,7.6,7.6
7665,VA,Imidacloprid,15.0,15.0
7666,VA,Imidacloprid,1.2,1.2
7667,VA,Imidacloprid,1.7,1.7
7668,VA,Imidacloprid,2.8,2.8
7669,VA,Imidacloprid,37.0,37.0
7670,VA,Imidacloprid,138.2,138.2
7671,VA,Imidacloprid,3.1,3.1
7672,VA,Imidacloprid,1.6,5.6
7673,VA,Imidacloprid,57.1,57.1
7674,VA,Imidacloprid,0.6,0.6
7675,VA,Imidacloprid,0.7,0.7
7676,VA,Imidacloprid,19.9,19.9
7677,VA,Imidacloprid,13.5,13.5
7678,VA,Imidacloprid,3.7,3.8
7679,VA,Imidacloprid,2.5,2.5
7680,VA,Imidacloprid,41.7,41.7
7681,VA,Imidacloprid,10.3,10.3
7682,VA,Imidacloprid,22.8,22.8
7683,VA,Imidacloprid,4.6,4.6
7684,VA,Imidacloprid,3.9,3.9
7685,VA,Imidacloprid,1076.6,1076.6
7686,VA,Imidacloprid,0.1,0.1
7687,VA,Imidacloprid,7.1,7.1
7688,VA,Imidacloprid,167.0,167.0
7689,VA,Imidacloprid,245.0,245.0
7690,VA,Imidacloprid,0.7,0.6
7691,VA,Imidacloprid,4.1,4.1
7692,VA,Imidacloprid,24.5,24.5
7693,VA,Imidacloprid,21.5,21.5
7694,VA,Imidacloprid,0.1,0.1
7695,VA,Imidacloprid,3.4,2.9
7696,VA,Imidacloprid,1.5,1.5
7697,VA,Imidacloprid,2.5,2.5
7698,VA,Imidacloprid,414.9,414.9
7699,VA,Imidacloprid,23.5,23.5
7700,VA,Thiacloprid,0.4,0.4
7701,VA,Thiacloprid,0.8,0.8
7702,VA,Thiacloprid,0.3,0.3
7703,VA,Thiacloprid,15.8,15.8
7704,VA,Thiacloprid,1.1,1.1
7705,VA,Thiacloprid,0.8,0.8
7706,VA,Thiacloprid,2.5,2.5
7707,VA,Thiacloprid,1.4,1.4
7708,VA,Thiamethoxam,0.0,0.0
7709,VA,Thiamethoxam,0.0,0.1
7710,VA,Thiamethoxam,0.0,0.0
7711,VA,Thiamethoxam,0.0,0.5
7712,VA,Thiamethoxam,0.0,0.0
7713,VA,Thiamethoxam,0.0,0.3
7714,VA,Thiamethoxam,0.1,0.1
7715,VA,Thiamethoxam,0.0,0.0
7716,VA,Thiamethoxam,0.2,0.3
7717,VA,Thiamethoxam,0.2,0.2
7718,VA,Thiamethoxam,1.4,1.4
7719,VA,Thiamethoxam,0.5,8.6
7720,VA,Thiamethoxam,0.0,0.0
7721,VA,Thiamethoxam,0.0,0.0
7722,VA,Thiamethoxam,0.0,0.3
7723,VA,Thiamethoxam,0.5,1.0
7724,VA,Thiamethoxam,17.3,17.3
7725,VA,Thiamethoxam,0.5,0.5
7726,VA,Thiamethoxam,1.3,1.3
7727,VA,Thiamethoxam,0.1,0.3
7728,VA,Thiamethoxam,0.3,0.4
7729,VA,Thiamethoxam,0.1,0.1
7730,VA,Thiamethoxam,0.1,0.8
7731,VA,Thiamethoxam,0.0,0.0
7732,VA,Thiamethoxam,0.4,0.4
7733,VA,Thiamethoxam,2.3,10.3
7734,VA,Thiamethoxam,0.2,0.2
7735,VA,Thiamethoxam,1.1,1.4
7736,VA,Thiamethoxam,5.0,5.0
7737,VA,Thiamethoxam,0.0,0.0
7738,VA,Thiamethoxam,4.2,4.2
7739,VA,Thiamethoxam,45.1,45.3
7740,VA,Thiamethoxam,0.6,0.6
7741,VA,Thiamethoxam,0.6,0.6
7742,VA,Thiamethoxam,0.0,0.0
7743,VA,Thiamethoxam,0.9,0.9
7744,VA,Thiamethoxam,0.0,0.0
7745,VA,Thiamethoxam,16.3,19.2
7746,VA,Thiamethoxam,5.4,5.4
7747,VA,Thiamethoxam,0.0,1.1
7748,VA,Thiamethoxam,0.0,0.9
7749,VA,Thiamethoxam,0.3,0.3
7750,VA,Thiamethoxam,0.1,0.1
7751,VA,Thiamethoxam,25.0,35.8
7752,VA,Thiamethoxam,0.3,0.3
7753,VA,Thiamethoxam,0.8,0.8
7754,VA,Thiamethoxam,0.5,0.5
7755,VA,Thiamethoxam,1.0,1.0
7756,VA,Thiamethoxam,0.5,0.5
7757,VA,Thiamethoxam,1.2,1.6
7758,VA,Thiamethoxam,0.8,2.5
7759,VA,Thiamethoxam,0.0,0.1
7760,VA,Thiamethoxam,2.6,2.6
7761,VA,Thiamethoxam,1.0,1.1
7762,VA,Thiamethoxam,0.2,0.2
7763,VA,Thiamethoxam,0.0,13.8
7764,VA,Thiamethoxam,1.2,1.2
7765,VA,Thiamethoxam,1.4,1.4
7766,VA,Thiamethoxam,1.1,7.7
7767,VA,Thiamethoxam,0.9,0.9
7768,VA,Thiamethoxam,0.4,0.4
7769,VA,Thiamethoxam,0.9,0.9
7770,VA,Thiamethoxam,0.4,0.4
7771,VA,Thiamethoxam,0.0,0.5
7772,VA,Thiamethoxam,0.2,0.3
7773,VA,Thiamethoxam,10.1,10.1
7774,VA,Thiamethoxam,12.6,12.6
7775,VA,Thiamethoxam,0.0,0.0
7776,VA,Thiamethoxam,0.0,0.2
7777,VA,Thiamethoxam,0.1,5.7
7778,VA,Thiamethoxam,0.1,0.7
7779,VA,Thiamethoxam,0.9,0.9
7780,VA,Thiamethoxam,2.7,2.7
7781,VA,Thiamethoxam,1.5,1.5
7782,VA,Thiamethoxam,0.2,0.2
7783,VA,Thiamethoxam,0.1,0.1
7784,VA,Thiamethoxam,5.7,6.4
7785,VA,Thiamethoxam,0.2,0.4
7786,VA,Thiamethoxam,0.5,0.9
7787,VA,Thiamethoxam,0.6,0.8
7788,VA,Thiamethoxam,0.6,0.7
7789,VA,Thiamethoxam,60.9,68.1
7790,VA,Thiamethoxam,0.0,0.5
7791,VA,Thiamethoxam,1.0,1.0
7792,VA,Thiamethoxam,3.5,12.0
7793,VA,Thiamethoxam,9.6,18.1
7794,VA,Thiamethoxam,0.4,0.4
7795,VA,Thiamethoxam,0.6,0.6
7796,VA,Thiamethoxam,1.1,1.5
7797,VA,Thiamethoxam,1.3,1.3
7798,VA,Thiamethoxam,0.1,0.1
7799,VA,Thiamethoxam,1.0,1.0
7800,VA,Thiamethoxam,0.2,0.2
7801,VA,Thiamethoxam,0.2,7.1
7802,VA,Thiamethoxam,24.8,34.8
7803,VA,Thiamethoxam,1.0,7.2
7804,WA,Acetamiprid,91.2,91.2
7805,WA,Acetamiprid,1.6,1.8
7806,WA,Acetamiprid,690.5,690.5
7807,WA,Acetamiprid,579.6,579.6
7808,WA,Acetamiprid,0.4,0.4
7809,WA,Acetamiprid,1.3,1.4
7810,WA,Acetamiprid,4.9,4.9
7811,WA,Acetamiprid,0.3,0.3
7812,WA,Acetamiprid,257.4,257.4
7813,WA,Acetamiprid,15.8,17.0
7814,WA,Acetamiprid,321.5,321.5
7815,WA,Acetamiprid,2.3,2.3
